Company,Current_Price_INR,PE_Ratio,Market_Cap_Crore,Quarterly_Profit_Growth_Percent,Quarterly_Sales_Growth_Percent,ROCE_Percent,Expected_PE_Ratio,Cap_Category,Is_profitable
Matrix Geo Sol.,60.15,8.72,87.71,116.07,96.97,30.04,27.838200583144353,Micro Cap,True
Mauria Udyog,8.86,4.93,118.02,-9.58,-27.29,21.77,9.79871709798717,Micro Cap,True
Mawana Sugars,105.59,10.05,413.07,-9.55,9.2,8.35,116.73852957435048,Micro Cap,True
Max Estates,443.9,580.15,7257.64,-128.89,24.26,1.79,-1536.5178262374527,Mid Cap,True
Max Financial,1611.4,669.38,55611.79,-184.35,-12.72,2.95,-1910.3734439834027,Large Cap,True
Max Healthcare,1123.35,73.68,109329.34,7.28,12.21,14.72,1047.119686800895,Large Cap,True
Max Heights,13.0,20.7,20.29,-28.57,21.62,3.96,18.199636007279857,Micro Cap,True
Max India Ltd,159.04,0.0,835.32,58.25,58.07,-23.21,100.49921011058451,Small Cap,False
Maxgrow India,50.14,0.62,200.28,101245.45,0.0,0.0,0.04947434739300088,Micro Cap,True
Maximus Interna.,12.52,18.39,170.32,7.84,24.78,12.61,11.609792284866469,Micro Cap,True
Maxposure,36.0,8.64,81.87,25.86,32.1,15.27,28.603209915779438,Micro Cap,True
Maxvolt Energy,383.4,17.15,418.06,114.61,148.13,27.12,178.64964353944364,Micro Cap,True
Mayank Cattle Fo,221.6,19.88,119.66,18.31,2.91,15.78,187.30453892316794,Micro Cap,True
Mayasheel Vent.,43.55,5.98,96.03,18.35,10.65,28.54,36.797634136037175,Micro Cap,True
Mayur Floorings,16.01,54.13,8.12,1000.0,75.69,6.58,1.4554545454545456,Micro Cap,True
Mayur Leather,22.69,24.91,10.96,3.33,0.0,7.49,21.95877286364076,Micro Cap,True
Mayur Uniquoters,789.85,17.9,3432.1,43.2,9.1,24.74,551.5712290502794,Small Cap,True
Mazagon Dock,2472.5,38.61,99735.71,108.79,21.29,35.98,1184.204224340246,Large Cap,True
Mazda,235.66,17.15,471.91,13.13,19.94,15.59,208.30902501546893,Micro Cap,True
MBL Infrast,25.0,0.0,381.32,82.04,67.4,2.69,13.733245440562513,Micro Cap,False
Mcleod Russel,59.97,28.28,626.42,142.46,-21.22,-4.68,24.733976738431082,Small Cap,True
MCON Rasayan,46.0,11.1,33.74,76.47,26.32,11.06,26.06675355584519,Micro Cap,True
Medi Assist Ser.,363.15,28.23,2712.8,148.1,28.13,13.95,146.37243047158404,Small Cap,True
Medi Caps,27.27,0.0,34.01,76.74,-50.5,-2.59,15.42944438157746,Micro Cap,False
Media Matrix,13.59,263.15,1539.4,805.0,10.63,9.78,1.5016574585635358,Small Cap,True
Mediaone Global,13.59,0.0,20.0,-1671.43,-43.21,165.29,-0.8648173956205494,Micro Cap,False
Medicamen Biotec,228.2,32.11,309.5,59.5,104.83,5.43,143.0721003134796,Micro Cap,True
Medicamen Organ.,23.75,0.0,28.89,-338.58,-77.85,-10.66,-9.954732165311427,Micro Cap,False
Medico Intercon.,29.22,0.0,29.22,-155.56,6.29,-1.43,-52.591792656587465,Micro Cap,False
Medico Remedies,40.28,25.48,334.26,35.02,37.55,23.12,29.832617390016292,Micro Cap,True
Medistep Health.,19.9,4.73,28.28,22.36,25.92,27.25,16.263484798953904,Micro Cap,True
Medplus Health,835.0,45.67,10031.44,24.62,23.5,12.65,670.036912213128,Mid Cap,True
Meera Industries,46.55,132.56,99.42,-277.78,12.8,4.69,-26.184047699403763,Micro Cap,True
Meesho,186.45,0.0,85928.48,-55.96,47.13,-35.59,423.3651226158038,Large Cap,False
Mefcom Capital,10.11,0.0,46.2,-21.3,-4.47,-3.65,12.846251588310038,Micro Cap,False
Mega Corp.,3.59,78.04,71.8,-7.14,13.95,6.79,3.866034891234116,Micro Cap,True
Mega Flex Plast.,126.95,21.18,154.0,74.53,13.18,16.23,72.73821119578297,Micro Cap,True
Mega Nirman,34.94,256.03,89.61,0.0,83.61,1.92,34.94,Micro Cap,True
Megamont,162.0,75.22,467.89,5228.57,0.0,23.72,3.0402152922829204,Micro Cap,True
Megastar Foods,351.85,43.38,397.37,60.74,21.91,11.64,218.89386587034963,Micro Cap,True
Megatherm Indu.,216.7,16.83,408.28,2.08,8.47,18.1,212.2844827586207,Micro Cap,True
Meghmani Organi.,49.36,43.68,1255.29,-59.49,-14.3,6.67,121.84645766477412,Small Cap,True
Meghna Infracon,730.8,294.54,1587.57,-48.98,52.48,31.33,1432.3794590356722,Small Cap,True
Megri Soft,83.0,42.74,26.07,144.44,54.0,3.69,33.9551628211422,Micro Cap,True
Mehai Technology,1.24,12.49,91.89,322.67,39.73,6.69,0.293373080653938,Micro Cap,True
Mehta Integrat.,29.0,161.11,14.5,-94.44,-55.56,0.5,521.5827338129498,Micro Cap,True
Mehta Securities,22.8,0.0,7.05,-77.78,0.0,0.15,102.61026102610263,Micro Cap,False
Mehul Colours,68.0,13.74,71.73,-34.58,34.8,23.42,103.94374808926933,Micro Cap,True
Mehul Telecom,88.5,9.29,92.5,83.39,64.46,57.22,48.25781122198593,Micro Cap,True
Mena Mani Inds.,7.34,355.42,85.3,110.2,-53.82,1.22,3.491912464319695,Micro Cap,True
Menon Bearings,161.7,23.69,906.17,108.47,36.6,25.49,77.56511728306232,Small Cap,True
Menon Pistons,67.92,13.42,346.39,4.94,31.31,21.51,64.72269868496284,Micro Cap,True
MEP Infrast.,0.74,0.0,13.58,-767.36,1.84,-401.21,-0.11088467993286981,Micro Cap,False
Mercantile Vent.,25.25,40.96,282.59,-61.39,22.9,0.82,65.3975653975654,Micro Cap,True
Mercury EV-Tech,34.61,157.3,657.5,-80.65,-34.13,2.64,178.86304909560732,Small Cap,True
Mercury Labs,813.0,19.05,97.56,10.81,-1.06,12.06,733.6882952802093,Micro Cap,True
Mercury Trade Li,5.22,711.0,7.11,1464.1,12.59,0.58,0.33373825202992136,Micro Cap,True
Merritronix,455.7,49.49,796.78,0.0,0.0,41.14,455.7,Small Cap,True
Meta Infotech,81.0,14.06,152.94,-85.62,72.0,23.16,563.2823365785816,Micro Cap,True
Metal Coatings,54.27,16.57,39.76,-90.23,-9.88,7.01,555.4759467758444,Micro Cap,True
Methodhub Software,78.75,4.66,148.47,106.96,191.09,36.86,38.05083107846927,Micro Cap,True
Metro Brands,1031.3,68.36,28109.26,23.07,20.26,20.18,837.9783862842283,Large Cap,True
Metroglobal,133.2,10.23,164.29,-79.1,-15.63,7.18,637.3205741626791,Micro Cap,True
Metropolis Healt,543.35,57.36,11265.38,74.43,22.99,17.77,311.50031531273294,Mid Cap,True
Mewar Hi-Tech,65.2,28.92,25.45,-78.17,-5.89,10.94,298.67155290884114,Micro Cap,True
Meyer Apparel,2.43,0.0,19.56,-4.35,-100.0,0.0,2.5405122843700996,Micro Cap,False
MFL India,0.38,8.66,13.69,51.81,-65.12,-9.96,0.2503128911138924,Micro Cap,True
MFS Intercorp,14.3,0.0,6.18,2000.0,271.43,-0.64,0.680952380952381,Micro Cap,False
MIC Electronics,40.42,0.0,974.17,-614.01,13.24,8.55,-7.86366024007315,Small Cap,False
Micropro Softwar,19.25,0.0,27.53,249.09,-36.04,-1.42,5.514337276919992,Micro Cap,False
Mid East Port.,43.93,25.7,22.1,-350.0,0.0,22.66,-17.572,Micro Cap,True
Mid India Inds.,6.51,35.37,10.61,975.0,405.84,0.0,0.6055813953488371,Micro Cap,True
Midwest,1289.8,44.48,4664.02,-24.63,-6.25,15.4,1711.2909645747643,Small Cap,True
Midwest Gold,4444.4,0.0,5765.36,0.0,0.0,-2.55,4444.4,Mid Cap,False
Mihika Industrie,14.92,165.78,14.92,101.37,-98.38,0.41,7.4092466603764215,Micro Cap,True
Milestone Furn.,25.64,0.0,23.84,39.29,0.0,-1.91,18.40763873932084,Micro Cap,False
Milestone Global,17.21,11.52,8.64,416.67,-3.99,9.49,3.3309462519596647,Micro Cap,True
MILGREY FIN.&INV,47.0,0.0,101.24,-23100.0,0.0,-1.62,-0.20434782608695654,Micro Cap,False
Milkfood,71.18,4.11,182.19,2024.38,13.23,22.53,3.3506246528398878,Micro Cap,True
Millen. Online,1.75,875.0,8.75,150.0,62.5,0.89,0.7,Micro Cap,True
Milton Industri.,40.0,37.77,67.98,55.56,11.31,5.98,25.713551041398816,Micro Cap,True
Minal Industries,2.5,68.54,47.98,-58.62,-20.77,1.42,6.041565973900434,Micro Cap,True
Minaxi Textiles,1.6,4.42,7.91,-47.89,0.32,21.59,3.070427940894262,Micro Cap,True
Minda Corp,670.45,44.37,16029.08,135.63,28.95,12.76,284.5350761787548,Mid Cap,True
Mindspace Busine,463.16,45.31,30660.89,127.77,30.67,7.64,203.345480089564,Large Cap,True
Mindteck (India),205.49,19.24,656.63,49.41,-0.11,15.11,137.53430158623922,Small Cap,True
Mini Diamonds(I),6.04,102.42,142.36,-107.97,54.89,2.62,-75.78419071518205,Micro Cap,True
Minolta Finance,1.46,0.0,14.6,-75.0,1482.35,6.31,5.84,Micro Cap,False
Mipco Seaml Ring,24.0,95.56,8.6,500.0,0.0,37.04,4.0,Micro Cap,True
Mirza Internatio,35.49,0.0,490.48,-200.45,-15.9,-1.84,-35.331010452961685,Micro Cap,False
Mish Designs,33.0,0.0,10.5,-292.06,-80.52,-3.46,-17.182130584192443,Micro Cap,False
Mishka Exim,42.0,30.65,60.69,475.0,129.53,11.34,7.304347826086956,Micro Cap,True
Mishra Dhatu Nig,413.05,59.16,7738.08,38.49,34.63,11.3,298.2525814138205,Mid Cap,True
Mishtann Foods,3.89,1.59,419.19,-99.95,-90.7,22.5,7780.000000000857,Micro Cap,True
Misquita Engg.,81.95,167.04,38.42,300.0,41.42,3.07,20.4875,Micro Cap,True
Mitcon Consult.,82.6,17.78,143.88,179.29,18.62,8.83,29.574993734111494,Micro Cap,True
Mitshi India,14.29,96.77,12.58,233.33,25.24,4.34,4.287042870428704,Micro Cap,True
Mitsu Chem Plast,145.2,12.55,197.15,118.08,-4.42,16.26,66.58107116654438,Micro Cap,True
Mittal Life Styl,0.98,25.9,43.51,-81.03,9.69,6.2,5.166051660516605,Micro Cap,True
Mittal Sections,30.0,10.03,34.7,9.8,14.53,12.8,27.322404371584696,Micro Cap,True
Miven Mach. Tool,90.22,0.0,27.1,118.75,0.0,0.0,41.24342857142857,Micro Cap,False
Mizzen Ventures,131.1,285.5,288.35,-56.25,225.0,3.64,299.65714285714284,Micro Cap,True
MKP Mobility,109.95,21.43,37.5,-42.65,15.14,25.8,191.7175239755885,Micro Cap,True
MKVentures Cap.,1205.1,43.65,463.17,108.87,-20.83,13.23,576.9617465409106,Micro Cap,True
MMP Industries,279.8,18.44,710.77,14.36,11.9,12.49,244.66596712137112,Small Cap,True
MMTC,68.63,102.91,10294.5,1461.46,190.48,8.66,4.395245475388418,Mid Cap,True
Mobavenue AI Tech,288.45,75.97,2229.65,752.53,1285.4,75.89,33.83458646616541,Small Cap,True
Mobilise App,97.0,16.51,92.27,-23.39,-4.06,39.37,126.61532437018666,Micro Cap,True
Modella Woollens,56.7,0.0,5.16,20.0,0.0,0.0,47.25000000000001,Micro Cap,False
Modern Dairies,33.74,19.65,95.89,-98.21,1.23,13.72,1884.9162011173157,Micro Cap,True
Modern Diagnost.,52.0,14.96,78.52,0.0,0.0,12.18,52.0,Micro Cap,True
Modern Engineer.,30.48,5.55,47.09,-96.05,12.84,15.09,771.6455696202536,Micro Cap,True
Modern Insulator,549.75,32.49,2591.74,186.54,26.6,19.4,191.8580302924548,Small Cap,True
Modern Malleable,64.69,38.98,753.8,-18.76,104.24,15.06,79.62826193993106,Small Cap,True
Modern Shares,35.61,52.2,10.44,-20.0,-6.41,2.62,44.512499999999996,Micro Cap,True
Modern Steels,13.51,17.54,18.59,-85.43,0.0,5.71,92.72477693891561,Micro Cap,True
Modern Threads,45.98,12.26,159.9,46.03,15.92,12.81,31.48668081900979,Micro Cap,True
Modi Naturals,399.85,11.46,532.06,96.2,28.0,22.02,203.79714576962283,Small Cap,True
Modi Rubber,131.31,513.75,328.8,-1276.27,70.88,0.63,-11.163253334693565,Micro Cap,True
Modi's Navnirman,335.0,22.49,656.31,192.05,158.22,29.57,114.70638589282656,Small Cap,True
Modipon,46.0,0.0,53.25,-45.45,0.0,0.0,84.3263061411549,Micro Cap,False
Modison,321.15,13.24,1042.13,442.75,120.9,30.86,59.17088899124827,Small Cap,True
Modulex Const.,13.28,0.0,139.39,-51.98,0.0,-3.96,27.65514369012911,Micro Cap,False
Mohini Health,35.35,0.0,64.46,-143.48,-7.09,-2.69,-81.30174793008283,Micro Cap,False
Mohit Industries,24.74,0.0,35.03,126.19,2.5,1.65,10.937707237278394,Micro Cap,False
Mohit Paper Mill,26.31,5.56,36.83,231.82,13.66,11.83,7.928997649327949,Micro Cap,True
Mohite Industrie,3.31,18.38,66.53,175.0,-13.72,6.89,1.2036363636363636,Micro Cap,True
MOIL,279.55,21.27,5688.43,-19.92,2.56,12.64,349.08841158841165,Mid Cap,True
Moksh Ornaments,12.14,10.88,107.13,42.31,56.21,11.43,8.530672475581477,Micro Cap,True
Mold-Tek Pack.,689.5,31.71,2291.13,26.86,17.4,13.32,543.5125335014977,Small Cap,True
Mold-Tek Technol,133.1,38.0,383.4,246.15,85.71,10.61,38.45153835042611,Micro Cap,True
Monarch Networth,337.75,14.78,2678.64,84.16,63.8,27.68,183.40030408340573,Small Cap,True
Monarch Surve.,214.5,8.16,303.65,-10.02,-13.92,28.52,238.38630806845964,Micro Cap,True
Money Masters,0.7,19.53,7.03,-38.1,-26.32,1.64,1.1308562197092082,Micro Cap,True
Moneyboxx Fin.,66.78,347.9,466.19,108.88,21.22,9.05,31.970509383378015,Micro Cap,True
Monika Alcobev,228.0,15.22,489.06,29.35,21.36,14.67,176.2659451101662,Micro Cap,True
Monind,22.99,0.0,8.46,303.03,0.0,0.0,5.704290003225567,Micro Cap,False
Mono Pharmacare,10.9,23.2,19.26,-99.13,-23.94,11.0,1252.873563218385,Micro Cap,True
Monolithisch Ind,750.85,70.87,1632.05,80.62,34.87,34.79,415.7070091905658,Small Cap,True
Monotype India,0.38,0.0,26.72,-103.32,-100.0,-4.91,-11.445783132530156,Micro Cap,False
Monte Carlo Fas.,556.95,10.33,1154.67,149.03,36.11,13.9,223.64775328273703,Small Cap,True
Moongipa Capital,16.5,20.71,15.12,-90.57,95.45,4.94,174.97348886532333,Micro Cap,True
Morarjee Text.,8.83,0.0,32.08,-201.43,-74.2,-26.12,-8.70551118998324,Micro Cap,False
Morarka Finance,62.97,19.82,28.34,-80.77,-82.35,1.58,327.4570982839313,Micro Cap,True
Morepen Labs.,53.16,39.13,2912.92,-22.54,4.05,8.05,68.6289697908598,Small Cap,True
Morgan Ventures,48.9,11.69,48.41,-59.55,1.93,8.83,120.88998763906054,Micro Cap,True
MOS Utility,11.85,16.95,305.07,11.5,-12.46,19.5,10.627802690582959,Micro Cap,True
Moschip Tech.,204.46,97.84,3976.13,-8.73,13.75,10.97,224.01665388408023,Small Cap,True
Mother Nutri,151.0,16.26,189.28,453.51,50.14,21.17,27.28044660439739,Micro Cap,True
Motherson Wiring,41.26,43.77,27362.24,1.44,32.88,38.88,40.67429022082019,Large Cap,True
Motil.Oswal.Fin.,946.15,30.48,56972.11,-241.64,124.84,12.65,-667.9963287207004,Large Cap,True
Motisons Jewel,14.12,25.12,1606.16,-23.52,15.76,17.86,18.462343096234306,Small Cap,True
Motor & Gen Fin,30.0,0.0,116.18,-15800.0,0.0,-0.02,-0.1910828025477707,Micro Cap,False
Moving Media,34.95,5.21,65.73,51.61,41.61,19.03,23.052569091748566,Micro Cap,True
Moxsh Overseas,114.0,49.3,106.49,3909.09,137.12,23.68,2.843538059759197,Micro Cap,True
MPDL Ltd,31.95,0.0,23.67,-53.92,472.34,-6.14,69.3359375,Micro Cap,False
Mphasis,2263.4,22.87,43202.07,14.14,14.36,22.8,1983.0033292447872,Large Cap,True
MPIL Corporation,548.75,0.0,31.28,-54.66,0.0,-21.6,1210.2999558888398,Micro Cap,False
MPL Plastics,6.15,0.0,7.69,223.08,0.0,-242.86,1.9035532994923856,Micro Cap,False
MPS,1815.1,18.54,3104.88,9.86,12.66,39.27,1652.1937010740942,Small Cap,True
MRC Agrotech,36.53,86.7,114.44,73.68,220.59,3.83,21.032934131736525,Micro Cap,True
MRF,129550.0,22.21,54944.01,35.5,13.7,15.73,95608.85608856089,Large Cap,True
MRP Agro,90.0,25.75,103.5,-72.12,-41.16,13.69,322.8120516499283,Micro Cap,True
Mrs Bectors,182.67,47.21,5607.8,3.74,9.17,12.94,176.08444187391552,Mid Cap,True
Mrugesh Trading,53.65,0.0,3875.94,-61.29,-16.32,-0.49,138.5946783776802,Small Cap,False
Msafe Equipments,188.0,17.11,383.52,91.95,38.86,34.11,97.94217244073978,Micro Cap,True
MSP Steel & Pow.,41.9,17.54,2374.88,351.85,7.4,9.69,9.272988823724686,Small Cap,True
MSR India,4.29,0.0,26.98,57.14,0.0,0.0,2.730049637266132,Micro Cap,False
MSTC,647.4,20.87,4557.7,-10.06,33.71,30.27,719.8132088058705,Small Cap,True
MT Educare,2.3,0.0,16.61,112.77,-23.41,2.1,1.0809794613902335,Micro Cap,False
MTAR Technologie,7976.5,250.0,24535.39,212.25,67.14,15.2,2554.523618895116,Large Cap,True
Mudunuru,10.06,0.0,31.79,-4800.0,-76.72,-41.6,-0.21404255319148938,Micro Cap,False
Mufin Green,128.1,89.79,2538.46,184.36,59.5,10.73,45.04853003235335,Small Cap,True
Mukand,133.06,3.18,1922.66,4991.56,14.65,23.13,2.6133444366755962,Small Cap,True
Mukat Pipes,15.51,367.0,18.35,220.0,147.87,0.0,4.846875,Micro Cap,True
Mukesh Babu Fin.,122.25,16.19,85.22,17.73,245.37,3.33,103.83929329822475,Micro Cap,True
Mukka Proteins,24.32,14.01,729.6,51.73,-0.25,11.61,16.028471627232584,Small Cap,True
Mukta Agricultur,3.08,24.74,6.68,141.67,0.0,1.21,1.274465179790624,Micro Cap,True
Mukta Arts,60.99,0.0,137.75,124.32,19.1,11.17,27.18883737517832,Micro Cap,False
Muller & Phipps,212.9,0.0,13.31,29.79,-11.76,0.0,164.03420910701902,Micro Cap,False
Multi Comm. Exc.,2831.7,54.23,72206.04,291.09,205.13,71.37,724.0532869671943,Large Cap,True
Multibase India,183.05,22.15,231.01,-51.11,11.35,16.66,374.41194518306406,Micro Cap,True
Multipurpose Trd,11.85,0.0,5.87,-20.0,-11.11,4.0,14.812499999999998,Micro Cap,False
Munish Forge,69.0,15.77,166.08,-57.05,10.61,11.98,160.65192083818394,Micro Cap,True
Munjal Auto Inds,94.16,26.62,941.6,-103.56,20.0,11.12,-2644.9438202247134,Small Cap,True
Munjal Showa,128.25,21.83,512.94,-100.56,14.59,4.72,-22901.785714285514,Small Cap,True
Munoth Capital,103.8,0.0,95.14,-422.22,83.33,-3.08,-32.21401526907082,Micro Cap,False
Munoth Commun.,5.5,0.0,5.31,58.62,0.0,-2.31,3.4674063800277395,Micro Cap,False
Munoth Fin.Serv.,30.0,0.0,15.41,-195.35,-100.0,-7.06,-31.46303093864709,Micro Cap,False
Murudesh.Ceramic,32.12,17.27,194.47,-57.8,-5.66,5.21,76.11374407582937,Micro Cap,True
Music Broadcast,6.16,0.0,212.94,-26.11,-25.39,-8.28,8.336716741101638,Micro Cap,False
Muthoot Cap.Serv,202.68,26.95,333.36,1.87,21.33,8.87,198.9594581329145,Micro Cap,True
Muthoot Finance,3025.6,11.47,121468.3,126.67,65.23,15.77,1334.8038999426478,Large Cap,True
Muthoot Microfin,210.55,21.08,3589.71,117.73,13.83,9.3,96.7023377577734,Small Cap,True
My Money Sec.,38.56,15.39,64.78,226.55,-15.79,14.69,11.808298882253865,Micro Cap,True
My Mudra Fin.,76.0,7.22,86.58,7.98,26.29,26.18,70.38340433413595,Micro Cap,True
Mysore Petro,96.1,78.11,63.27,33.63,190.19,0.38,71.91498914914315,Micro Cap,True
Mystic Electron.,3.29,23.21,6.5,-63.95,0.0,0.87,9.126213592233011,Micro Cap,True
N D Metal Inds.,75.81,125.33,18.8,-63.64,100.0,4.49,208.4983498349835,Micro Cap,True
N G Industries,115.1,22.29,38.56,128.4,-2.46,5.88,50.394045534150614,Micro Cap,True
N K Industries,62.11,0.0,37.33,96.62,-39.52,0.0,31.58885159190316,Micro Cap,False
N R Agarwal Inds,455.4,16.23,775.05,308.21,29.98,8.47,111.56022635408246,Small Cap,True
N R Vandana,69.15,15.4,161.08,10.23,20.73,17.67,62.732468475006804,Micro Cap,True
N S D L,880.7,46.38,17614.0,8.18,26.01,23.22,814.1061194305786,Mid Cap,True
N2N Technologies,38.0,8.07,12.27,120.0,47.06,-4.04,17.27272727272727,Micro Cap,True
Naapbooks,145.68,20.79,172.53,54.15,-6.79,27.25,94.50535192993837,Micro Cap,True
Nacdac Infra.,22.4,5.32,23.58,-29.13,-4.35,20.53,31.607168054183713,Micro Cap,True
NACL Industries,205.0,282.14,4801.99,98.91,79.19,8.08,103.06168618973405,Small Cap,True
Nag. Agri Tech.,46.9,107.29,143.77,2480.0,0.0,0.0,1.817829457364341,Micro Cap,True
Naga Dhunseri,2595.3,0.0,259.53,-448.2,-32.84,0.14,-745.3475014359564,Micro Cap,False
Nagarjuna Fert.,3.35,0.0,200.35,-118.63,105.01,0.0,-17.981749865807846,Micro Cap,False
Nagpur Power,139.8,0.0,183.14,-202.58,86.61,0.91,-136.2838759992201,Micro Cap,False
Nagreeka Cap.,24.84,4.23,31.34,-131.08,-53.48,14.46,-79.92277992277988,Micro Cap,True
Nagreeka Exports,26.55,27.11,82.97,304.76,47.23,5.31,6.559442632671213,Micro Cap,True
Nahar Capital,252.5,6.7,422.84,-14.24,135.14,5.03,294.42630597014926,Micro Cap,True
Nahar Indl. Ent.,119.7,9.96,517.17,54.39,-12.99,6.63,77.53092816892286,Small Cap,True
Nahar Poly,253.35,7.9,622.94,44.98,7.05,10.69,174.74824113670851,Small Cap,True
Nahar Spinning,252.1,40.27,909.21,1.2,4.71,3.2,249.11067193675888,Small Cap,True
Nakoda Group,37.24,43.54,65.31,130.33,-20.6,8.42,16.168106629618375,Micro Cap,True
Naksh Precious,4.79,0.0,5.04,-1280.0,-33.33,-8.51,-0.4059322033898305,Micro Cap,False
Nalin Lease Fin.,36.54,7.53,23.96,29.82,-19.67,10.96,28.14666461254044,Micro Cap,True
Nalwa Sons Invst,5503.0,51.88,2828.54,121.44,122.96,0.48,2485.0975433526014,Small Cap,True
Nam Securities,72.53,279.36,39.11,-31.58,84.8,1.75,106.00701549254603,Micro Cap,True
Naman Industries Proxima,48.9,0.0,63.89,-277.55,-17.44,-0.35,-27.541537595043646,Micro Cap,False
Namo eWaste,287.05,45.74,656.41,135.9,29.25,21.33,121.68291649003815,Small Cap,True
Nanavati Venture,107.35,716.14,50.13,-85.0,-65.51,0.71,715.6666666666665,Micro Cap,True
Nandan Denim,2.46,10.7,354.6,-10.37,-48.51,7.32,2.7446167577819924,Micro Cap,True
Nandani Creation,27.86,28.91,53.19,42.55,49.7,7.09,19.544019642230797,Micro Cap,True
Nanta Tech,620.4,38.96,318.28,123.97,52.19,32.27,277.0013841139438,Micro Cap,True
Naperol Invest.,649.7,34.93,373.38,14.37,20.78,1.07,568.0685494447846,Micro Cap,True
NAPS Global,38.0,10.58,16.83,0.0,0.0,0.0,38.0,Micro Cap,True
Narayana Hrudaya,1956.8,46.95,39989.32,12.47,75.8,15.36,1739.8417355739307,Large Cap,True
Narendra Prop.,37.68,13.59,26.78,-97.14,-100.0,6.93,1317.4825174825194,Micro Cap,True
Narmada Agrobase,42.73,41.99,162.1,2.56,16.04,8.95,41.66341653666146,Micro Cap,True
Narmada Gelatine,473.4,10.07,286.39,78.73,23.97,27.87,264.86879650870026,Micro Cap,True
Narmada Macplast,24.32,52.45,88.11,4.65,51.42,26.46,23.23936932632585,Micro Cap,True
Narmadesh Brass,310.5,27.12,96.28,0.0,0.0,10.67,310.5,Micro Cap,True
Natco Pharma,903.7,11.41,16186.16,-34.11,-39.47,17.14,1371.5283047503415,Mid Cap,True
Nath Bio-Genes,168.4,8.83,320.03,-101.06,-0.73,7.1,-15886.792452830276,Micro Cap,True
Nath Industries,48.99,13.93,93.08,-155.32,2.76,5.44,-88.55748373101954,Micro Cap,True
National Fitting,157.15,15.67,142.74,-51.55,0.21,14.56,324.3550051599587,Micro Cap,True
National High,167.95,47.45,32529.41,45.58,77.05,4.42,115.36612172001648,Large Cap,True
National Perox.,576.55,28.86,331.34,222.19,16.26,4.42,178.94720506533412,Micro Cap,True
National Plastic,212.85,13.87,129.38,-30.05,17.68,16.81,304.28877769835594,Micro Cap,True
National Standar,1223.2,253.25,2446.4,-67.78,-100.0,4.79,3796.399751707014,Small Cap,True
Natl. Aluminium,332.15,10.52,61003.72,-16.68,-4.84,39.59,398.64378300528085,Large Cap,True
Natl. Gen. Inds.,58.53,0.0,32.37,-154.84,-9.42,-1.02,-106.72866520787747,Micro Cap,False
Natl. Oxygen,47.62,0.0,24.01,31.27,-53.94,-21.54,36.276376933038776,Micro Cap,False
Natl. Plastic,43.38,11.45,39.61,-202.94,12.55,12.38,-42.14105304060619,Micro Cap,True
Natl. Plywood,2.49,0.0,6.14,-184.62,-79.37,0.0,-2.9425667690853228,Micro Cap,False
Natl.Fertilizer,75.18,17.44,3688.18,12.43,-2.45,9.09,66.86827359245753,Small Cap,True
Natraj Proteins,36.47,12.0,13.68,-11.9,-18.17,5.63,41.39614074914869,Micro Cap,True
Natura Hue Chem,35.3,0.0,14.63,-2180.0,0.0,-11.34,-1.6971153846153844,Micro Cap,False
Natural Biocon,3.67,0.0,9.46,81.63,-34.81,-0.13,2.020591312007928,Micro Cap,False
Natural Capsules,157.07,0.0,163.53,-1058.33,29.98,-4.76,-16.389970052069746,Micro Cap,False
Naturewings Hol.,80.49,18.48,28.64,-16.67,39.22,18.38,96.59186367454699,Micro Cap,True
Naturite Agro,193.2,0.0,102.32,-149.25,65.98,2.08,-392.2842639593909,Micro Cap,False
Nava,607.15,21.83,17197.83,-45.71,12.24,13.0,1118.3459200589427,Mid Cap,True
Navigant Corp.,72.92,25.26,22.99,-52.38,-37.84,10.23,153.1289374212516,Micro Cap,True
Navin Fluo.Intl.,7609.0,58.37,39032.39,113.03,33.78,21.37,3571.7973994273107,Large Cap,True
Navkar Corporat.,110.23,55.03,1659.17,175.45,92.55,3.05,40.01815211472137,Small Cap,True
Navkar Urban.,1.1,41.98,123.43,95.09,314.08,2.72,0.5638423291814034,Micro Cap,True
Navneet Educat.,141.46,20.11,3129.28,-47.07,-0.92,10.23,267.25864349140375,Small Cap,True
Nazara Technolo.,300.65,11.53,11138.03,196.09,-23.53,27.23,101.54007227532168,Mid Cap,True
NB Footwear,8.19,0.0,11.06,71.43,0.0,0.0,4.7774601878317675,Micro Cap,False
